age_id,nome,descricao,tipo
104,SERHMACT,Secretaria de Estado dos Recursos H�dricos do Meio Ambiente e d,�rg�o de Estado/Gove
709,SEA  RJ,Secretaria de Estado do Ambiente,�rg�o de Estado/Gove
867,SEM SP,Secretaria de Energia e Minera��o do Estado de S�o Paulo,�rg�o de Estado/Gove
424,SEDEIS RJ,Secretaria de Desenvolvimento Econ�mico Energia Ind�stria e Ser,�rg�o de Estado/Gove
879,SGG RS,Secretaria de Planejamento Governan�a e Gest�o do Rio Grande do,�rg�o de Estado/Gove
605,PREF FORTALEZA,Prefeitura Municipal de Fortaleza,�rg�o de Estado/Gove
761,GOVERNO DA PARA�BA,Governo so Estado da Par�iba,�rg�o de Estado/Gove
XPM,CETESB,Companhia Ambiental do Estado de S�o Paulo,�rg�o de Estado/Gove
383,FNSEME,F�rum Nacional dos Secret�rios Estaduais de Minas e Energia,�rg�o de Estado/Gove
SXS,SETRN,Secretaria de Estado de Tributa��o do Rio Grande do Norte,�rg�o de Estado/Gove
ADF,SEMAD,SECRETARIA ESTADO MEIO AMBIENTE E DESENV. SUSTENTAVEL,�rg�o de Estado/Gove
FVT,SEDEERI,SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO E GERACAO DE,�rg�o de Estado/Gove
BQQ,ARSESP,AGENCIA REGULADORA DE SANEAMENTO E ENERGIA DO ESTADO DE SAO PAU,�rg�o de Estado/Gove
FBH,MIN ECONOMIA,MINISTERIO DA ECONOMIA,�rg�o de Estado/Gove
UGD,FAZENDA SP,SECRETARIA DA FAZENDA DO ESTADO DE SAO PAULO,�rg�o de Estado/Gove
JGD,SEFAZPE,SECRETARIA DA FAZENDA DO ESTADO DE PERNAMBUCO,�rg�o de Estado/Gove
LO7,CPRM,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,�rg�o de Estado/Gove
MGA,IGAM,Instituto Mineiro de Gest�o das �guas,�rg�o de Estado/Gove
RPC,CPRM Matriz,Companhia de Pesquisa de Recursos Minerais,�rg�o de Estado/Gove
DAE,DAEE,Departamento de �guas e Energia El�trica,�rg�o de Estado/Gove
PUB,MP Estado Goi�s,MINISTERIO PUBLICO DA UNIAO,�rg�o de Estado/Gove
AMT,AGER MT,Ag�ncia Estadual de Regula��o dos Servi�os P�blicos Delegados d,�rg�o de Estado/Gove
GOO,SEFAZGO,SECRETARIA DE ESTADO DA ECONOMIA GO,�rg�o de Estado/Gove
XPA,MIN ECONOMIA MFDF,MINISTERIO DA ECONOMIA,�rg�o de Estado/Gove
RRS,ARARAS,MUNICIPIO DE ARARAS,�rg�o de Estado/Gove
X9A,ENBPAR,EMPRESA BRASILEIRA DE PARTICIPACOES EM ENERGIA NUCLEAR E BINACI,�rg�o de Estado/Gove
TCU,TCU,TRIBUNAL DE CONTAS DA UNIAO,�rg�o de Estado/Gove
PIM,IFES,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO,�rg�o de Estado/Gove
L15,UFG DE GOIAS,UNIVERSIDADE FEDERAL DE GOIAS,�rg�o de Estado/Gove
FFP,AGEMS,AGENCIA ESTADUAL DE REGULACAO DE SERVICOS PUBLICOS DE MATO GROS,�rg�o de Estado/Gove
MMH,UFABC,FUNDACAO UNIVERSIDADE FEDERAL DO ABC - UFABC,�rg�o de Estado/Gove
549,CEFET MG,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS,�rg�o de Estado/Gove
F34,SEFAZPA,SECRETARIA DE ESTADO DA FAZENDA PA,�rg�o de Estado/Gove
754,SEMIL,Secretaria de Meio Ambiente Infraestrutura e Log�stica,�rg�o de Estado/Gove
734,SEFAZ CEAR�,SECRETARIA DA FAZENDA DO ESTADO DO CEARA,�rg�o de Estado/Gove
746,SEFAZ MINAS GERAIS,SECRETARIA DE ESTADO DE FAZENDA DE MINAS GERAIS,�rg�o de Estado/Gove
742,SEFAZ SE,SECRETARIA DE ESTADO DA FAZENDA,�rg�o de Estado/Gove
759,SEFIN/RO,SECRETARIA DE ESTADO DE FINANCAS,�rg�o de Estado/Gove
565,ARPE,AGENCIA DE REGULACAO DOS SERVICOS PUBLICOS DELEGADOS DO ESTADO,�rg�o de Estado/Gove
L31,SICT,"SECRETARIA DE INOVACAO, CIENCIA E TECNOLOGIA",�rg�o de Estado/Gove
XBA,SEMAS PA,SECRETARIA DE ESTADO DE MEIO AMBIENTE E SUSTENTABILIDADE,�rg�o de Estado/Gove
L54,PA MP PRG,PARA MINISTERIO PUBLICO,�rg�o de Estado/Gove
ABT,SEENEMAR,SECRETARIA DE ESTADO DE ENERGIA E ECONOMIA DO MAR,�rg�o de Estado/Gove
G42,TJDFT,TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS,�rg�o de Estado/Gove
G47,MPF ALTAMIRA,MINISTERIO PUBLICO DA UNIAO,�rg�o de Estado/Gove
G53,CPRH,AGENCIA ESTADUAL DE MEIO AMBIENTE,�rg�o de Estado/Gove
G57,SGG,SECRETARIA-GERAL DE GOVERNO,�rg�o de Estado/Gove
G73,GOVERNO DE GOI�S,ESTADO DE GOIAS,�rg�o de Estado/Gove
Q01,GABINETE DO PREFEITO,MUNICIPIO DE PORTO VERA CRUZ,�rg�o de Estado/Gove
Q23,MUNIC FELIXLANDIA,MUNICIPIO DE FELIXLANDIA,�rg�o de Estado/Gove
Q35,TRES MARIAS CAM MUNI,TRES MARIAS CAMARA MUNICIPAL,�rg�o de Estado/Gove
GCS,NC ENERGIA,NC Energia S.A.(antiga Guaraniana),Comercializador
AEB,ALLIANT,Alliant Energy do Brasil,Comercializador
TRD,TRADENER,TRADENER Ltda,Comercializador
END,EDP COMERCIALIZA��O,EDP - COMERCIALIZACAO E SERVICOS DE ENERGIA LTDA.,Comercializador
TEC,ENGIE BR COM,ENGIE BRASIL ENERGIA COMERCIALIZADORA LTDA,Comercializador
ESU,ELETROSUL,ELETROSUL Centrais El�tricas S.A.,Comercializador
ORN,ENERMAX,ENERMAX ENERGY GERADORA DE ENERGIA LTDA,Comercializador
CMU,CMU TR,CMU TRADING COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
XYZ,SIMPLE ENERGY,Simple Energy Assessoria e Gest�o de Energia LTDA,Comercializador
C54,CAPITALE ENERGIA,Capitale Energia Comercializadora Ltda.,Comercializador
CLI,CLIMENERGY,WX ENERGYCOMERCIALIZADORA DE ENERGIA LTDA,Comercializador
PMY,PRIME ENERGY,Prime Energy Comercializadora de Energia LTDA,Comercializador
MTX,MATRIX,Matrix Comercializadora de Energia El�trica Ltda,Comercializador
INN,INNOVAT COM,Innovat?s Comercializadora de Energia Ltda,Comercializador
COW,COWAT,Cowat Comercializadora de Energia Ltda,Comercializador
GIL,CARGILL,CARGILL COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
322,BEP,BEP Comercilaizadora de Energia El�trica Ltda,Comercializador
454,VALORA,Valora Energia Ltda,Comercializador
987,BOLT,Bolt Energy Comercializadora de Energia LTDA.,Comercializador
POS,ENERGIFY,ENERGIFY COMERCIALIZADORA DE ENERGIA SA,Comercializador
895,ENERGCOM,Energisa Comercializadora de Energia Ltda,Comercializador
897,NAVITAS VIRIDI,NAVITAS VIRIDI COMERCIALIZADORA DE ENERGIA LTDA.,Comercializador
BCE,BC ENERGIA,BC Comercializadora de Energia Ltda.,Comercializador
880,INX�,Inx�  Geradora e Comercializadora de Energia El�trica SA,Comercializador
919,ENEX COMERCIALIZADOR,ENEX Comercializadora de Energia Ltda,Comercializador
MNJ,ECOGEN,ECOGEN Brasil Solu��es Energ�ticas SA,Comercializador
IFT,INFINITY,INFINITY DO BRASIL COMERCIALIZADORA DE ENERGIA LTDA.,Comercializador
ENY,ECEL,ECEL - ELETRON Comercializadora de Energia Ltda.,Comercializador
BCC,BRCOMERC,Brasil Comercializadora de Energias Ltda.,Comercializador
ABS,EVEREST,EVEREST COMERCIALIZACAO DE ENERGIA LTDA,Comercializador
FD0,BOVEN,Boven Comercializadora de Energia Ltda,Comercializador
ABJ,ABRANJO,ABRANJO GERACAO DE ENERGIA S/A,Comercializador
AIA,ATIAIA ENERGIA,ATIAIA ENERGIA S A,Comercializador
LBC,LIBRA COM,LIBRA COMERCIALIZADORA DE ENERGIA LTDA.,Comercializador
MNN,MINERVA,Minerva Comercializadora de Energia LTDA,Comercializador
EDB,EDRE-BR,EDRE-BR Comercializadora e Servi�os de Energia LTDA.,Comercializador
NHK,HYDRO ENERGIA,Norsk Hydro Energia Ltda,Comercializador
SCX,SAFIRA,Safira Administra��o e Comercializa��o de Energia Ltda,Comercializador
HJU,RBE ENERGIA,RBE GESTAO ESTRATEGICA DE ENERGIA LTDA,Comercializador
MER,MERITO,M�rito comercializa��o de Energia El�trica Ltda,Comercializador
IBS,IBS ENERGY,IBS COMERCIALIZADORA LTDA.,Comercializador
PWY,AMPERE,Ampere Consultoria Ltda,Comercializador
671,DEAL,Deal Comercializadora de Energia Ltda,Comercializador
979,ESFERA,Esfera Comercializadora de Energia Ltda,Comercializador
REC,KYON PS,KYON PS TRADER ENERGIA LTDA,Comercializador
CCC,COMERCIALIZA ENERGIA,COMERCIALIZA ENERGIA LTDA,Comercializador
672,LINKX,Linkx Comercializadora de Energia Ltda,Comercializador
EMO,ENERMERCO,ENERMERCO COMERCIALIZADORA DE ENERGIA EIRELI  EPP,Comercializador
AFC,ALFA,ALFA COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
3GC,3G ENERGIA,3G - TERCEIRA GERACAO COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
SHE,SHELL ENERGY,Shell Energy do Brasil Ltda,Comercializador
BTA,BETA ENERGIA,Beta Comercializadora de Energia S.A.,Comercializador
AGO,AGORA ENERGIA,Agora Geradora e Comercializadora de Energia El�trica Ltda,Comercializador
995,CINERGY,Cinergy Comercializadora de Energia Ltda,Comercializador
QUA,TEMPO ENERGIA,TEMPO ENERGIA S.A.,Comercializador
LU1,LUMEN,Lumen Comercializadora de Energia Ltda,Comercializador
UOI,VEDRA,VEDRA ENERGIA LTDA ME,Comercializador
TUI,VEGA ENERGY,Vega Comercializadora de Energia LTDA,Comercializador
OUO,ADN ENERGIA,ADN BIOENERGY SERVICOS LTDA,Comercializador
IUJ,FLOW ENERGIA,FLOW COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
URE,IDEAL ENERGIA,IDEAL ENERGIA COMERCIALIZADORA LTDA,Comercializador
TMO,RITMO ENERGIA,Ritmo Comercializadora de Energia Ltda.,Comercializador
NEC,NOVA ENERGIA,Nova Energia Comercializadora Ltda,Comercializador
PJN,ETRADE,ETRADE COMERCIALIZADORES DE ENERGIA LTDA,Comercializador
BNB,TRES RIOS,TRES RIOS COMERCIALIZADORA DE ENERGIA ELETRICA LTDA,Comercializador
BGF,PWR ENERGIA,PWR COMERCIALIZADORA DE ENERGIA S.A.,Comercializador
TRT,GENERGIA,GENERGIA COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
KRO,KROMA,Kroma Comercializadora de Energia,Comercializador
JHJ,TRUE,TRUE COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
SSS,COMPASS,Compass Comercializadora de Energia El�trica Ltda,Comercializador
111,PRINCOMER,Principal Comercializadora de Energia Ltda,Comercializador
LML,ICONE ENERGIA,ICONE ENERGIA LTDA,Comercializador
GTH,FATOR ENERGIA,FATOR ENERGIA LTDA,Comercializador
ZSS,COMERC,Comerc Comercializadora de Energia El�trica Ltda,Comercializador
CSZ,COMERC POWER,Comerc Power Trading Ltda,Comercializador
DGF,NEGOCIAL ENERGIA,NEGOCIAL COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
ZSD,M�XIMA,MAXIMA ENERGIA COMERCIALIZADORA LTDA.,Comercializador
XDD,PARNA�BA G C,PARNA�BA Geracao E COMERCIALIZA��O DE ENERGIA S.A.,Comercializador
DSA,BIO ENERGIAS,Bio Energias Comercializadora de Energia Ltda,Comercializador
LKJ,NEWCOM,NEWCOM COMERCIALIZADORA DE ENERGIA EL�TRICA LTDA,Comercializador
TYB,RADIX ENERGIA,RADIX ENERGIA LTDA,Comercializador
VBG,SPEED ENERGY,Speed Energy Comercializadora de Energia Ltda.,Comercializador
JJJ,MERCATTO ENERGIA,Mercatto Comercializadora de Energia Ltda,Comercializador
MGE,MINAS GERACAO,MINAS GERACAO E ENGENHARIA LTDA,Comercializador
RUO,DESTTRA,DESTTRA COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
JKN,GAMA ENERGIA,GAMA COMERCIALIZADORA DE ENERGIA LTDA.,Comercializador
YTV,FDR COM,FDR COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
PET,PETRA COM,PETRA COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
NFG,BOREAL ENERGIA,Boreal Comercializadora de Energia LTDA.,Comercializador
MHO,GPS COM,RZK COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
GOE,GO ENERGY,Go Energy Comercializadora de Energia Ltda,Comercializador
MBG,MERCURIO TRADING,MERCURIO COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
FQA,LUDFOR COMERC,LUDFOR COMERCIALIZADORA LTDA.,Comercializador
BQA,URCA ENERGIA,Sharp Trading Group S.A.,Comercializador
NTO,EPI ENERGIA,EPI ? ENERGIA PROJETOS E INVESTIMENTOS LTDA,Comercializador
ORA,BLUE WAVE,BLUE WAVE COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
SIA,FR�SIA,Fr�sia Cooperativa Agroindustrial,Comercializador
AMB,AMBCOM,�mbar Comercializadora de Energia LTDA.,Comercializador
AHK,BRASILSUL,BRASIL SUL ENERGIA SA,Comercializador
QZP,ENESF,Energias do S�o Francisco Ltda,Comercializador
APG, IER,INTERNACIONAL ENERGIAS RENOVAVEIS LTDA,Comercializador
HTN,CENTRAL ENERGIA,Central Comercializadora de Energia LTDA,Comercializador
HTR,CELESTE ENERGIA,CELESTE ENERGIA LTDA,Comercializador
VVX,INFINITY ENERGY TRAD,INFINITY TRADING COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
QAS,PLURAL ENERGIA,PLURAL Comercializadora de Energia El�trica Ltda,Comercializador
WRF,THERA TRADING,THERA TRADING COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
FWS,EMEWE, EMEWE COMERCIALIZA��O DE ENERGIA LTDA,Comercializador
FEL,FOCUS ENERGIA,Focus Energia Ltda.,Comercializador
EC2,ECOM,Ecom Energia Ltda,Comercializador
SDE,CENTRAL GERADORA HID,Central Geradora Hidroel�trica Santana do Deserto,Comercializador
TAP,TAPUIRAMA COM�RCIO D,Tapuirama Com�rcio de Energia,Comercializador
HPT,CH PALMEIRAS,CENTRAL HIDRELETRICA PALMEIRAS DO TOCANTINS S/A,Comercializador
UEN,ENERGIR,ENERGIR GERACAO DE ENERGIA ELETRICA LTDA,Comercializador
245,GAR�A BRANCA ENERG�T,Gar�a Branca Energ�tica S.A.,Comercializador
818,AM�RICA,AM�RICA ENERGIA SA,Comercializador
JNF,TESLA COM,TESLA COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
YWS,BID COM,BID COMERCIALIZADORA DE ENERGIA ELETRICA LTDA,Comercializador
TGE,BANCO BTG,Banco BTG Pactual S.A.,Comercializador
338,MTC ENERGY,MTC ENERGY SOLU��ES EM ENERGIA LTDA,Comercializador
JJL,SERVCOM,Servcom Energia Comercializadora,Comercializador
FDS,UNIAGRO,UNIAGRO COMERCIO DE ENERGIA LTDA,Comercializador
JHL,EVO ENERGIA,Evo Energia Ltda,Comercializador
FSR,TBP ENERGIA,TBP Energia Ltda,Comercializador
304,GOLD COMERCIALIZA��O,GOLD COMERCIALIZA��O DE ENERGIA LTDA,Comercializador
G56,BROOK ENERGY,BROOK ENERGY COMERCIALIZADORA DE ENERGIA ELETRICA S.A.,Comercializador
NA9,INDRA COM,INDRA COMERCIALIZADORA DE ENERGIAS LTDA,Comercializador
HQP,MEGA COM,MEGA COMERCIALIZADORA DE ENERGIA ELETRICA LTDA,Comercializador
GTI,CESP COM,CESP COMERCIALIZADORA DE ENERGIA SA,Comercializador
8YT,MOMENTUM,MOMENTUM TRADING COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
HGF,POTENCIAL,POTENCIAL COMERCIALIZADORA DE ENERGIA S.A.,Comercializador
85G,ENERGAS,ENERGAS Geracao DE ENERGIA LTDA,Comercializador
FPM,DIRECIONAL,DIRECIONAL COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
TRN,TRINITY ENERGIA,Trinity Comercializadora de Energia El�trica Ltda,Comercializador
KGN,CASTROLANDA,CASTROLANDA - COOPERATIVA AGROINDUSTRIAL LTDA,Comercializador
ATH,ATHENA ENERGIA,ATHENA COMERCIALIZADORA DE ENERGIA ELETRICA LTDA,Comercializador
BPC,BP COM,BP Comercializadora de Energia Ltda,Comercializador
ZES,ZEST ENERGY,ZEST ENERGY COMERCIALIZADORA DE ENERGIA S/A,Comercializador
CGH, PCH MANUEL ALVES,Central Geradora Hidrel�trica Manuel Alves Ltda,Comercializador
SLE,PCH S�O LUIZ,S�o Luiz Energia S.A,Comercializador
T95,ZEST ENERGIA,ZEST ENERGIA S/A,Comercializador
G31,GET ENERGY,GET COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
K2P,KOZEN ENERGIA,Kosen Energy Ltda,Comercializador
PSG,PSE,PONTE SERRADA GERACAO DE ENERGIA S/A,Comercializador
PFD,PO�O FUNDO,PO�O FUNDO ENERGIA S/A,Comercializador
FDA,FDA Geracao,F.D.A. Geracao DE ENERGIA EL�TRICA S.A,Comercializador
BGS,BRIGIDA,BRIGIDA SOLAR SPE LTDA,Comercializador
BDL,BRIGIDA 2,BRIGIDA 2 SOLAR SPE LTDA,Comercializador
EXE,EXPONENCIAL ENERGIA,Exponencial Energia LTDA,Comercializador
UHN,ENNER,ENNER COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
RVA,PEDRA DO REINO V,EOLICA PEDRA DO REINO V S.A,Comercializador
BCA,ABC COMERCIALIZADORA,ABC Brasil Comercializadora de Energia LTDA,Comercializador
BGC,UTE BONFIM,BONFIM Geracao E COM�RCIO DE ENERGIA SPE S/A,Comercializador
MAI,MANIKARAN,MANIKARAN COMERCIALIZADORA DE ENERGIA LTDA.,Comercializador
SKO,SKOPOS,SKOPOS GERACAO DE ENERGIA S.A.,Comercializador
CF1,COAF,Cooperativa do Agroneg�cio dos Associados da Associa��o dos For,Comercializador
SLG,UTE SANTA LUZ,SANTA LUZ Geracao E COM�RCIO DE ENERGIA SPE S/A,Comercializador
RGC,UTE PAU RAINHA,PAU RAINHA GERACAO E COMERCIO DE ENERGIA SPE S/A,Comercializador
CG5,CANT� Geracao,CANTA GERACAO E COMERCIO DE ENERGIA SPE S/A,Comercializador
VOL,PARATY ENERGIA,PARATY ENERGIA LTDA,Comercializador
LBT,ENERGIZOU,ENERGIZOU COMERCIALIZADORA DE ENERGIA S.A.,Comercializador
PCH,PCH FORQUILHA IV,CENTRAL GERADORA HIDRELETRICA FORQUILHA LTDA,Comercializador
NXS,NEXUS BIOENERGIA,NEXUS PRODUCAO E COMERCIALIZACAO DE BIOENERGIA LTDA,Comercializador
K50,EKOA,EKOA COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
KZ4,KOBLITZ,Koblitz Energia Ltda,Comercializador
VV4,VIVAZ ENERGIA,Vivaz Energia Ltda.,Comercializador
B2R,GRID ENERGIA COM,GRID ENERGIA COMERCIALIZADORA LTDA,Comercializador
ITJ,ITAJAI BIOGAS,ITAJAI BIOGAS E ENERGIA S.A,Comercializador
VSG,V DE S�O JANU�RIO 21,VENTOS DE SAO GALVAO ENERGIAS RENOVAVEIS S/A,Comercializador
BHR,IBER,ITAGUACU DA BAHIA ENERGIAS RENOVAVEIS SA,Comercializador
PTC,POWER TRADE,POWER TRADE COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
DEC,DECISAO IN,DECISAO.IN LTDA.,Comercializador
APT,APOLO ENERGIA,APT COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
SPB,SHELL BRASIL,SHELL BRASIL PETR�LEO LTDA.,Comercializador
APO,COMPASS ENERGIA,COMPASS ENERGIA LTDA,Comercializador
SPO,SPOT,Spot Energia S/A,Comercializador
TRG,TARGUS,TARGUS COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
RTG,GTR,GTR Representa��es,Comercializador
EXC,EXATA ENERGIA,EXATA ENERGIA COMERCIALIZADORA LTDA,Comercializador
PCC,PRIME ENERGY CON,PRIME ENERGY CONSULTORIA E COMERCIO DE ENERGIA LTDA,Comercializador
MAS,MINASLIGAS,MINASLIGAS S.A.,Comercializador
MMF,MARINGA FERRO LIGA,MARINGA FERRO-LIGA S.A,Comercializador
X88,WITZLER ENERGIA,Witzler Energia Ltda,Comercializador
VGC,VEKTOR,VEKTOR GESTAO E COMERCIALIZACAO DE ENERGIA LTDA,Comercializador
ME5,MEZ COMERCIALIZADORA,MEZ COMERCIALIZADORA DE ENERGIA ELETRICA LTDA.,Comercializador
POP,OLYMPE,OLYMPE COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
NBX,CZARNIKOW,CZARNIKOW BRASIL LTDA.,Comercializador
54O,ENEL TRADING,ENEL TRADING BRASIL S.A,Comercializador
TPZ,TOPAZIO,TOPAZIO IND. E COM. LTDA,Comercializador
HAM,TRIUNFO ENERGIA,TRIUNFO GERADORA DE ENERGIA LTDA,Comercializador
LTR,LOTUS,LOTUS GERACAO E COMERCIALIZACAO DE ENERGIA S/A,Comercializador
HUA,CGH ENXADRISTA, ENERGETICA RIO DAS PEDRAS SPE LTDA.,Comercializador
DDF,DALLAS MINER,DALLAS MINERACAO LTDA,Comercializador
GPL,MATO GROSSO,MATO GROSSO EMPREENDIMENTO ENERGETICO LTDA,Comercializador
HUP,BETA,BETA PRODUTORA DE ENERGIA SPE S/A,Comercializador
IRB,SAO CARLOS ENERGIA,SAO CARLOS ENERGIA S.A,Comercializador
LEF,EXCELERATE ENERGY,EXCELERATE ENERGY COMERCIALIZADORA DE GAS NATURAL LTDA.,Comercializador
GTX,MASSARI,MASSARI COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
DKR,D3 ENERGIAS,D3 ENERGIAS RENOVAVEIS LTDA.,Comercializador
QDY,UTE PAULINIA VERDE,UTE PAULINIA VERDE LTDA,Comercializador
RJW,MILL,MILL COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
X9A,ENBPAR,EMPRESA BRASILEIRA DE PARTICIPACOES EM ENERGIA NUCLEAR E BINACI,Comercializador
IVD,BAHIA ETANOL,BAHIA ETANOL HOLDING LTDA,Comercializador
UHX,CELGPAR,COMPANHIA CELG DE PARTICIPACOES - CELGPAR,Comercializador
AKT,SANTA LUZIA 02,VENTOS DE SAO TEOFANO ENERGIAS RENOVAVEIS S.A.,Comercializador
ERG,SANTA LUZIA 03,VENTOS DE SAO TEONAS ENERGIAS RENOVAVEIS S.A.,Comercializador
TCH,SANTA LUZIA 04,VENTOS DE SAO THOMAS ENERGIAS RENOVAVEIS S.A.,Comercializador
QNX,SANTA LUZIA 05,VENTOS DE SAO TILAO ENERGIAS RENOVAVEIS S.A.,Comercializador
WFL,SANTA LUZIA 06,VENTOS DE SANTO UBALDO ENERGIAS RENOVAVEIS S.A.,Comercializador
TYD,SANTA LUZIA 07,VENTOS DE SANTO URBANO I ENERGIAS RENOVAVEIS S.A.,Comercializador
LSV,SANTA LUZIA 08,VENTOS DE SAO VIGILIO ENERGIAS RENOVAVEIS S.A.,Comercializador
ZOG,SANTA LUZIA 09,VENTOS DE SANTA VIRGINIA ENERGIAS RENOVAVEIS S.A.,Comercializador
FOV,SANTA LUZIA 10,VENTOS DE SAO VLADIMIR ENERGIAS RENOVAVEIS S.A.,Comercializador
RBI,BOM JESUS ENERGIA,BOM JESUS ENERGIA S.A.,Comercializador
DYN,ECB,ECB - PINHEIRO MACHADO ENERGIA EOLICA LTDA,Comercializador
DUP,PCH BV II,PCH BV II - GERACAO DE ENERGIA S.A.,Comercializador
WHC,UTE ANGELICA I,ANGELICA ENERGIA LTDA,Comercializador
ORF,GOENER,GOENER PARTICIPACOES S/A,Comercializador
EGF,EGF,EGF EMPRESA DE GERACAO DE ENERGIA FOTOVOLTAICA 3 LTDA.,Comercializador
AT1,NORR ENERGIA,NORR ENGENHARIA E ENERGIA LTDA,Comercializador
YN4,QUINTA SOLAR ENERGIA,QUINTA SOLAR ENERGIA LTDA,Comercializador
WH5,GENCO ENERGIA,GENCO ENERGIA LTDA,Comercializador
AU3,HELIOS I,HELIOS I GERACAO DE ENERGIA LTDA.,Comercializador
RJ7,HELIOS II,HELIOS II GERACAO DE ENERGIA LTDA.,Comercializador
DMO,CEMIG PO�O FUNDO,Cemig Geracao Po�o Fundo S.A.,Comercializador
AJ6,BIOTERMICA RECREIO,BIOTERMICA ENERGIA S.A.,Comercializador
DU1,VICTOR GRAEFF,IOTERMICA ENERGIA S.A. - Victor Graeff,Comercializador
RH2,BIOTERMICA GIRU�,BIOTERMICA ENERGIA S.A. ? Giru�,Comercializador
SN6,STA MARIA,BIOTERMICA ENERGIA S.A. - Santa Maria,Comercializador
WJ8,GUANAMBI ENERGIA,GUANAMBI ENERGIA RENOVAVEL SOCIEDADE UNIPESSOAL SPE LTDA,Comercializador
PR4,CHALE,CENTRAL GERADORA HIDROELETRICA CHALE S.A,Comercializador
JC9,PORTOCEM,PORTOCEM GERACAO DE ENERGIA S.A,Comercializador
DP3,PACIFICO ENERGIA,PACIFICO ENERGIA COMERCIALIZADORA LTDA,Comercializador
DV2,CRIO ENERGIA,CENTRAL RIO DA CONCEICAO ENERGIA SPE LTDA,Comercializador
SLM,VITOL POWER,VITOL POWER BRASIL LTDA,Comercializador
QZ9,ARMOR ENERGIA,ARMOR ENERGIA TRADING LTDA,Comercializador
SHM,PANORAMA 03,PANORAMA 03 ENERGIA SPE S.A.,Comercializador
STB,PANORAMA 02,PANORAMA 02 ENERGIA SPE S.A,Comercializador
PRK,PANORAMA 01,PANORAMA 01 ENERGIA SPE S.A.,Comercializador
DOJ,LINS 08,LINS 08 ENERGIA SPE SA,Comercializador
FJC,LINS 07,LINS 07 ENERGIA SPE SA,Comercializador
JCT,LINS 06,LINS 06 ENERGIA SPE SA,Comercializador
LSQ,LINS 05,LINS 05 ENERGIA SPE SA,Comercializador
OCO,LINS 04,LINS 04 ENERGIA SPE SA,Comercializador
TOL,LINS 03,LINS 03 ENERGIA SPE SA,Comercializador
ROT,LINS 02,LINS 02 ENERGIA SPE SA,Comercializador
MOT,LINS 01,LINS 01 ENERGIA SPE SA,Comercializador
XIS,RIO ENERGY,Rio Energy Projetos de Energia Ltda.,Comercializador
GUI,PCH RIO CLARO,HIDROELETRICA RIO CLARO LTDA.,Comercializador
VRA,SYKUE SOLAR 1 SPE,SYKUE SOLAR 1 SPE LTDA,Comercializador
LEO,SYKUE SOLAR 2 SPE,SYKUE SOLAR 2 SPE LTDA,Comercializador
OGZ,SYKUE SOLAR 3 SPE,SYKUE SOLAR 3 SPE LTDA,Comercializador
IUU,ITAU,ITA� UNIBANCO COMERCIALIZADORA DE ENERGIA LTDA.,Comercializador
IGR,SAFRAS IND E COM,SAFRAS INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEIS LTDA,Comercializador
CUU,UFV CLAUDINA,CENTRAL GERADORA FOTOVOLTAICA CLAUDINA DALPONTE RECALCATI LTDA,Comercializador
CUE,PCH CAMPO BELO,CAMPO BELO ENERGETICA S.A.,Comercializador
GUU,FWA GERACAO,FWA GERACAO ENERGIA S.A,Comercializador
FAA,AZUMA,AZUMA COMERCIALIZADORA DE ENERGIA LTDA,Comercializador
